Viability,Smiles
101.36,CCn1c(C(CC2)CCN2C(c2c(C)onc2C)=O)nnc1Cn1cncc1
100.55,COC1=CC=CN(CC(N(CC2)[C@@H]3[C@H]2CNC3)=O)C1=O
114.89,CN1CCN(C[C@H]2[C@@H](CO)CN(Cc(cc3)cc(C4)c3-c3c4cccc3)C2)CC1
83.56,Cc1cc(C)nn1C1CN(Cc2c(Cn3nccc3)cccc2)C1
91.48,Cc1noc(C)c1CCC(N[C@@H](CCCC1)[C@H]1OCc1ccccc1)=O
46.47,OC1(CNC(c2cc(-c3nccc4ccccc34)ccc2)=O)CNCCC1
105.83,Fc1cnc(-c(c2ncccc22)ccc2F)nc1
89.16,CCCOC(CCC1)CN1C(c(cccc1)c1OC(F)F)=O
77.82,Cc(n(-c1ccccc1)nc1C)c1S(NCCC1COCCC1)(=O)=O
97.57,O=C(C1(CC1)c(cc1)ccc1Cl)NCCn1ncnc1
97.13,CCN(CCOc(cc1)ccc1Cl)C([C@H](CC1)C[C@H]1N)=O
85.48,Cc1noc(C)c1CN(C[C@H](CC1)N[C@H]1C1)C1=O
75.81,Cc(cc(cc1)Cl)c1OCCN1CCN(CC2(CNCCC2)O)CC1
63.49,Cc1cc(C(F)(F)F)nn1CCNC(Nc(cc1)cc(OC)c1F)=O
88.39,CCC(C(N1Cc2cc(CCC(O)=O)nn2CC1)=O)n1nccc1
105.87,O=C1N(Cc2nc(-c3cn(cccc4)c4n3)no2)C=Nc2c1cccc2
0.0,O=C(C1(CC1)c(cc1)ccc1F)N(CCC1)[C@@H]1c1nc(-c2ccccc2)no1
96.84,Cc1nc(O)cc(C(CCC2)CN2C(CCCc(cc2)ccc2Cl)=O)n1
93.42,CC(C)c1c(CN2CC(CCO)N(Cc(cc3)ccc3F)CC2)snn1
107.67,Cc1c(ccc(Cl)c2)c2nc(N(CC2)CCC2([C@@H](C2)O)[C@H]2OC)c1
68.53,Cc1cc(-c2c3ncccc3ccc2)c(C)cc1
92.64,Cc1c(CCC(N2[C@@H](CS(C3)(=O)=O)[C@@H]3N(CC3CC3)CC2)=O)scn1
73.4,Cn1c2cccc(CN(C[C@@H]3N)C[C@@H]3O)c2cc1
103.77,COC1=CC=CN(CC(N(C[C@H](C2)C3)C[C@H]2[C@H](CCC2)N3C2=O)=O)C1=O
120.38,COc1c(CNC(CN(C[C@H]2CC3)C[C@H]3N(CC3CC3)C2=O)=O)cccc1
92.78,O=C(c(sc1cccc(F)c11)c1Cl)NCCc1noc(C2CC2)n1
92.61,CCC(C(NCc1nc(CCC2)c2cn1)=O)n1nccc1
77.61,CSc1ccc(CC(NCCc2cnccc2)=O)cc1
95.1,CS(N1Cc2cc(CNC(CCc3cscc3)=O)nn2CCC1)(=O)=O
109.9,CN(Cc1nc(cccc2)c2[nH]1)c1cc(C2COCC2)nc(NCCO)n1
95.11,Cc1cn2c(F)c(C(N(CC3)CC3(CC(N3)=O)C3=O)=O)nc2cc1
97.87,N[C@@H](CN(C1)C(c2cc(-c3ncc[nH]3)ccc2)=O)[C@H]1C1CC1
99.19,Cc1ccc(cc(cc2)-c(cc3)ccc3C(N(CCC3)CC3C(N)=O)=O)c2n1
81.17,CCn1ncnc1-c(cc1)ccc1N1CCOCC1
80.48,CC(c(cc1)cc2c1OCCO2)N(C)Cc1nnc(-c2cnccc2)o1
114.68,Cc1n[nH]nc1C(N[C@@H](COC1)[C@H]1N1CCN(C)CC1)=O
104.88,CS(CC(CCC1)CN1C(CN(C=Cc1c2cccc1)C2=O)=O)(=O)=O
93.83,CC(C)(CCc(cc1)ccc1C(N(CC1)CCC11N=C(C)NC1=O)=O)O
75.8,CN(CC1CCOCC1)Cc(cc1)cnc1OC
92.68,CCN(CC(CC1)C(N(C)Cc2ncc(C)c(OC)c2C)=O)C1=O
84.4,CC(C)(CCc1cccc(C(N2[C@@H](CCCC3)[C@H]3OCC2)=O)c1)O
105.85,CN(CCCc1cn(C)nc1)C(C(C1)COc2c1cccc2)=O
100.34,CCC(C(N1Cc(cc(cc2)Cl)c2OCC1)=O)n1nccc1
94.2,Cn1c(ccc(C(NCC2Cc(cccc3)c3OCC2)=O)c2)c2nc1
131.72,OCC(C1)COCCN1C(c1cc(OCC(N2CCCCC2)=O)ccc1)=O
74.57,CN(C)c1nc(CNC(Nc(cc2)ccc2C(OC2CCCC2)=O)=O)cs1
86.23,CCc1c(CNC(CCn2ncnc2)=O)sc(C)n1
94.09,CCC1=NOC(CNC(Cc2csc(C(C)=O)c2)=O)C1
101.3,CN(C)C(c1nc(-c2ccnn2C)cnc1)=O
207.65,Cc1nnnn1Cc(cc1)ccc1C(NCCc1nnc(C)s1)=O
76.74,CC(c1cccc(-c(cc2)ccc2C(N(C)Cc2c(C)onc2C)=O)n1)O
92.3,CC(C)N(C=C1C(N2CCSCC2)=O)C=C(C(O)=O)C1=O
92.1,Cc1c(C(N2CCC(C3)(CN(CCCc4ccccc4)C3=O)CC2)=O)oc(C)n1
105.55,CC(C)Oc(ccc(Cl)c1)c1-c1nc(C(C)O)ccc1
85.5,CC(C)C(C(NCC1)=O)N1C(Nc1cc(Cc2ccccc2)ccc1)=O
96.92,N[C@@H]1[C@@H](CCO)CN(Cc2cc(O)c(cc(cc3)F)c3n2)C1
92.66,Cc1ccc(C(N(CC2)CCN2c2cnccc2)=O)c(F)c1F
91.66,OC[C@@]1(CN(C2)C([C@H](CC3)CC[C@H]3O)=O)[C@H]2c(cccc2)c2OC1
114.16,CN1CC(CNC(c(cccc2)c2-c(cccc2)c2F)=O)OCC1
105.44,CCc(cc1c(C)c2)ccc1nc2-c(cc1)ccc1C(NCC1CCOCC1)=O
74.53,O=C(C1(CCCCC1)N1CCOCC1)NCCc1c[nH]nc1
97.23,CN(C)C(C(N(CC1)Cc2c1c(cccc1)c1[nH]2)=O)c(cccc1)c1F
101.01,Cc1nn(C)cc1CN(CC1)CCC1(CC1)CN(CCCn2cncc2)C1=O
103.9,CC(C(N1CCC(C2)(CN(CCCc3ccccc3)C2=O)CC1)=O)SC
81.12,COc(cc1)cc(CN(CC2)CCN2C2CNCC2)c1-n1nccc1
94.59,CCN(Cc1ccncc1)C(c1cn(CCN2CCNCC2)nn1)=O
76.28,CN(CC(N(C)Cc1c(CN2CCCC2)cccc1)=O)C1CCNCC1
71.07,OC(C1)COCCN1C(Nc(cc1)ccc1N(CCC1)C1=O)=O
71.18,CC(c1cn(C)c(CN(Cc2cnccc2)C2CC2)c1)=O
99.72,CN(CC1)C(CC2)(CCN2C(CCc2csc(N)n2)=O)c2c1[nH]cn2
95.97,Cc1cc(C)nn1Cc(cc1)ccc1C(NCCN(CCO1)C1=O)=O
111.89,CC(CCNC(c1c(C)c(cc(C)cc2C)c2[nH]1)=O)N1CCN(C)CC1
70.84,O[C@H](C1)C[C@H]1c1ncnc(N2CCN(CCCc3ccccc3)CCC2)c1
103.25,O[C@@H](CN(Cc1nc(cccc2)c2[nH]1)CC1)[C@H]1NC(c1ccncc1)=O
110.28,O=S(c1cccs1)(N(CCC1)CC1c1nccn1Cc1ncccc1)=O
92.5,CCn1ncc(CN(CC(C)C)C(c2c3nc(C)cc(C)n3nc2C)=O)c1
93.24,Cc1nccn1CCC(CC1)CCN1C(Nc1cc(-n2nccc2)ccc1)=O
91.22,OC[C@@H](c1ccccc1)n1c(-c2cn(C3CCNCC3)nn2)ncc1
69.54,CN(Cc1n[nH]c2c1CCCCC2)C(c1cn(-c2ccccc2)nc1)=O
87.44,CCN(CC)C([C@H](C1)N(C)C[C@@H]1NC(c1cnc(CCCC2)c2c1)=O)=O
85.23,CC(C)c1noc(CN(C)C(c2cc(-c3nnc(C)cc3)ccc2)=O)c1
0.0,Cc1cccc2nc(CNC(c3csc(SC)n3)=O)cn12
85.05,Cc1noc(C)c1CCCNC(c(cc1)ccc1-c1ncccc1N)=O
88.94,CCc1nc2c(C)c(C)nn2c(NCc2noc(C)n2)c1
87.08,OC(c1cccc(CC(CC2)CN2C(CCC(F)(F)F)=O)c1)=O
84.31,OCc1nccc(-c(cc2)cc(F)c2OCc2ccccc2)c1
99.81,COCc1noc(CNC(C(c2ccccc2)OC)=O)n1
250.71,CCn1c(CN(C)C(Nc(cc(C)cc2)c2F)=O)ncc1
69.1,COc(c(C(N(CC1)CCC1C(N1CCCCC1)=O)=O)c1F)ccc1F
86.3,Cc1cc(-c2nn(C)c(Cl)c2CN2CC3(COCC3)CCC2)no1
114.73,OC(CN1CCCCC1)COc1c(CN(CC2)CCC2(F)F)cccc1
102.91,CN(CC[C@@H]1CN(C2)C(C(NN3c4ccccc4)=CC3=O)=O)C[C@@]12C(O)=O
103.05,Cc(cncc1)c1NCCNC(C(c(cccc1)c1N1)=CC1=O)=O
104.42,CN(C)C(C(N1CCN(CCOC)CC1)=O)c(cc1)ccc1F
104.97,Cc1cc(C(F)(F)F)nc(CNC(C2Cc(cccc3)c3OCC2)=O)n1
80.95,CCN(CC)C(C1CN(Cc2c(C)cnn2C)CCC1)=O
79.11,CC(c1n[nH]c(C)n1)NC(c1c(C)c(C)nc2ccc(C)cc12)=O
90.57,OCCn1nc(C(CCC2)CN2C(c2csc3c2cccc3)=O)cc1
76.76,CCc1nnc(CN(C)C(Nc2cc(C)nn2Cc2cc(C)ccc2)=O)o1
101.6,NC(CN(CC1)CCC1C(N1CC(Cc(cc2)ccc2F)CCC1)=O)=O
96.38,Cn1ncc(S(N(CC2)CCC2c2nccn2Cc2ncccc2)(=O)=O)c1
93.17,Cc1cc(C2N(CC(Nc3cccc(F)c3C)=O)CCCC2)no1
111.58,Cn1ncc(CNC(Nc(cc(cc2)C(N3CCOCC3)=O)c2Cl)=O)c1
82.82,Cc1c(C(N(C)Cc2nocc2)=O)c(-c2ccccc2)nn1-c1ccccc1
99.35,CN(C)C(C(N(C1)CC1Oc1cc(OC)ccc1)=O)c(cc1)ccc1F
98.38,CN(C)C(CN1C[C@H](CC2)N(Cc3cc(N4CCOCC4)ccc3)C[C@H]2C1)=O
0.0,O=C1N(CCc2nc(-c3ccncc3)nn2CC(F)(F)F)CCC1
99.8,Cc1c(C)ncnc1N1C[C@H](CC2)N(CC3CC3)C[C@H]2C1
98.2,O=C(C(C1)CN(C2CC2)C1=O)N(CC1)CCC1OCc1ccccc1
64.5,OC(CCC1)CN1c1ccnc(-c(cc2)cc3c2OCO3)n1
110.45,Nc1nc(CCCNC(C2Cc(cccc3)c3OCC2)=O)cs1
93.64,CCCc1nc(C(N(CC2)Cc(cc3OC)c2cc3OC)=O)cs1
78.16,O=C(C1CCCC1)Nc1cccc(NC(NCCN2CCCC2)=O)c1
103.7,CCCc1nc(C)c(CNC(C2N(Cc3ccccc3)CCCC2)=O)s1
64.03,CC(c1nocc1)N(C)C(CN1Cc(cccc2)c2OCC1)=O
84.9,CN1C[C@H](c2ccccc2)N(Cc(cc(c(OC)c2)OC)c2Cl)CC1
83.69,Cc(cc1)cc(-c(cc2)ccc2C(NCC2(CO)CC2)=O)c1F
232.78,CN(C)CC(N[C@@H](COCC1)[C@H]1Oc(cc1)ccc1C(N)=O)=O
71.61,O=C(Nc(ccc(Cl)c1)c1F)N1CC(CN2CCCC2)OCCC1
84.95,C[C@@H](CN(C1)C(c2cc(OC)nc3ccccc23)=O)[C@]1(C1CC1)O
97.46,Cc1noc(C)c1CCCNC(c(cccc1)c1SC)=O
51.79,CC(CC1)=CCN1C(NCc(cccc1)c1OC)=O
110.78,CN(CC(N(C[C@H]1CCN(C)C2)C[C@]12C(O)=O)=O)Cc(cc1)ccc1F
35.39,COc(ccc(C(NCCCN(C=CC=C1)C1=O)=O)c1)c1F
73.38,CC(CCCC1)N1C(C1)CN1C(Nc1c(CCC(NC)=O)cccc1)=O
89.05,O=C(c1coc(CN2CCOCC2)c1)NCC1Cc(cccc2)c2OCC1
60.68,CN(Cc1noc(C2CC2)c1)C(Nc(cc1)ccc1OCC1OCCCC1)=O
114.43,Cc1c(CNC(C(CCC2)CN2C(N(C)C)=O)=O)c2cccnc2cc1
102.64,Cc1nn(CCCN(Cc2cc(O)c(cc(cc3)C(N)=O)c3n2)C2)c2c1
118.49,Cc1cccnc1CN(CC1)CCN1C(Cn1c(-c2ccccc2)ncc1)=O
87.22,CCSc1ccc(C(N(C2)[C@H](CNC(C3CCC3)=O)C[C@@H]2F)=O)s1
101.49,COCc1noc(CCNC(c(sc2cccc(F)c22)c2Cl)=O)n1
103.22,CC(CN(CC1)Cc2c1cccc2)NC(CN1N=Cc(cccc2)c2C1=O)=O
104.53,OC[C@]1(CN(CC2)S(c(s3)ccc3Cl)(=O)=O)[C@H]2NCCC1
97.98,O=C(CCc1nn(CCCN(C2)C(c3cnccc3)=O)c2c1)NC1CC1
19.75,OC(C(CC1)CCN1C(c(cc1)cc2c1OCCC2)=O)c1cccs1
103.97,Cc1nnnn1CCCN(C[C@H]1CC2)C[C@@H]1N2C(N(C)c1ccccc1)=O
105.33,CN(C)C(C(NCc1nc(CSC)no1)=O)c(cc1)ccc1F
99.96,O=C(c1cccc(-c(cc2)cc(C(N3)=O)c2NC3=O)c1)N1CCCCC1
82.22,Cn1nc(C(N(CCC2)CC2(CC2)CN(CCO)C2=O)=O)c2c1cccc2
76.57,Cc1nc(CC(N(C)Cc2nccn2Cc2ccccc2)=O)cs1
86.12,CC(C)(C)n(cc1)cc1C(NCC(C1)c(cccc2)c2N(C)C1=O)=O
104.11,CC(C)Cc1noc(C(NCCC2Oc(cccc3)c3OC2)=O)c1
83.89,O=C(C1NCC=C1)NCc1csc2c1CCCC2
86.84,CC(Cc1nccnc1)NC(c1cc(cc(cc2)F)c2n1C)=O
115.97,C(COC1)C1c1ncnc(NC(C2)Cc3c2cccc3)c1
83.98,CC(Cc(cc1)cc2c1OCO2)(CCC1)CN1C(CCCn1ncnc1)=O
162.34,Cn1nc(-c(cc2)ccc2S(C)(=O)=O)nc1N1CCCCC1
107.12,Cc1c(CCc2nc(CCOC)no2)c(C)nn1C
215.37,O=C(c1nccc2ccccc12)N(CC1)CCC1n1cnnc1
114.41,CC(N(CC(N(C)Cc1noc2c1CCCC2)=O)c1c2cccc1)=CC2=O
65.3,CCC(c1ccncc1)NC(CN(CCO1)C1=O)=O
103.89,CN(CCc1cn(C)nc1)C(c1cc(cc(cc2)OC)c2[nH]1)=O
113.46,CN(Cc1n[nH]c2c1CCCCC2)C(C(CCN1c2ccccc2)C1=O)=O
81.95,CN(C)S(N(CC1)CCC1C(Nc1cc(-c2ccn[nH]2)ccc1)=O)(=O)=O
116.91,Cc1cccc(-c(nc2)nc(O)c2C(N(C)Cc2c(CN(C)C)cccc2)=O)c1
96.63,OC([C@@H](CN(C1)C(c(cc2)cc3c2occ3)=O)[C@H]1c1cccc(F)c1)=O
94.9,CS(c(cc1)ccc1-c1cc2cccnc2cc1)(=O)=O
106.02,CN(C=C(C=C1)c2nc(COc3ccccc3)nn2C2CCCCC2)C1=O
68.3,Cc1cccc(C(CCC2)CN2C(Nc2cccc(S(N)(=O)=O)c2)=O)c1
100.33,Cc1cc(N(C[C@H]2CC3)C[C@H]3N(C)C2=O)nc(N)n1
94.02,Cc1c(CC(NCc(n2C)cnc2SC)=O)c(C)nn1-c1ccccc1
111.31,CC(COC)NC(c(cc1)ccc1-c1ncc(CNC(C)=O)cc1)=O
88.74,CC(Cn1nccc1)NC(Cc(c(F)c(cc1)Cl)c1F)=O
86.95,CCOCCOc1cccc(NC(N(CCC2)C2c2ncccc2)=O)c1
127.92,CCc1noc(CNC(c2cc(-c(cc3)nnc3N3CCCC3)ccc2)=O)c1
73.44,O=C(CC1OCCNC1)N1CCC(Cc(cccc2)c2F)CC1
96.95,Cc1nc(CC(CC2)CCN2C(c2c(C)nc(N(C)C)nc2)=O)no1
82.46,Cn1c(CN(CC2)CCN2C(CCNC(c(cccc2)c2F)=O)=O)ncc1
82.46,Cc1c(CC(NC(CCC2)CN2c2nccnc2)=O)nc(-c2ccccc2)o1
92.04,CCCc1nc(C(N(CCC2)C2c2c(C)onc2C)=O)cs1
87.92,CCCn1c(-c2c(-c3ccccc3)ncn2CC(O)=O)ncc1
121.56,O=C(c1cc(-n2cnnc2)ccc1)NC(C1)Cc2c1cccc2
112.23,CNC(c1cc(N(C[C@H]2COc3c(C4)cccc3)C[C@]24C(O)=O)ncc1)=O
111.42,C[C@H](CN(CC(Nc1c2cc(C)cc1C)=CC2=O)CC1)[C@@]1(CCOC)O
82.54,CSc(cc1)ccc1-c1nc(C2COCC2)no1
87.92,CCCCn1nc(C2CC2)nc1-c(cc1)cc2c1[nH]cc2
91.75,CCn1c(CN(C)C(c2cc(-c3ncnc(NC(C)C)c3)ccc2)=O)nnc1
77.46,CC(C)n1ncc(CN2CC(CCOC)OCC2)c1
100.48,COC[C@](CC1)(CN(CC2)c3nccc(C(N)=O)c3)[C@H]2C[C@@H]1N1CCOCC1
77.06,CCC(c1nccc(C)c1)NC(c1cc(cccc2)c2n1C)=O
89.18,CSCc1noc(CN2C[C@H](CC3)N(Cc4ccccc4)C[C@H]3C2)n1
131.97,Cc1nc(C)nn1CCCNC(c(cc1)ccc1C(C=C1)=NN(C)C1=O)=O
83.59,CCCn1nnc(NC(NCc(ccc(OC)c2)c2OC)=O)c1
96.42,O=C(CN1CC2(COCC2)CCC1)N(CC1)c2c1cccc2
78.29,Cc1ncc(C(N(CCC2)CC2c2nnc(CN3CCCC3)n2C)=O)s1
102.73,CCCN1[C@H](CS(C2)(=O)=O)[C@H]2N(C/C=C/c(cccc2)c2OC)CC1
110.79,Cc1cc(C(N(CC2)Cc(cc3)c2cc3S(Nc2cnccc2)(=O)=O)=O)cnc1
94.03,O=C(C(C1)CN(C2CC2)C1=O)NCCCn(cc1)c2c1cccc2
105.82,CCN(CC1)[C@H](CS(C2)(=O)=O)[C@H]2N1C(c1cn(-c2ccccc2)nn1)=O
95.49,Cc1nnc(CN2CC(CNC(c3cc(OC)cc(OC)c3)=O)CCC2)o1
104.46,Cc1ccc(C(CNC(C(CC2)CCN2C(C2CCCC2)=O)=O)N(C)C)cc1
100.22,Cc(cc1)cn2c1nc(C(NC(CCn1ncnc1)c1ccccc1)=O)c2
88.17,Cn1c(C(N(C[C@@H]2C(O)=O)C[C@@H]2c(cccc2OC)c2OC)=O)ccc1
106.32,OC([C@@H](CN(C1)C(CN2CCCCCC2)=O)[C@H]1c1ccccc1)=O
82.22,CCc1nccn1CCNC(c(sc1cccc(F)c11)c1Cl)=O
102.09,Cc(cccc1)c1OCC(N1CCC(C2)(CN(CC3OCCC3)C2=O)CC1)=O
102.51,CC(C)N(C[C@@H]1NC(Nc(cccc2)c2-n2nccc2)=O)C[C@@H]1OC
89.35,CCc1nc2ccnn2c(NCCc(cc2)ccc2O)c1
21.42,CC(c1nocc1)N(C)C(c1csc(SC)n1)=O
116.61,CN1C(CCO)CNCC1
86.51,CCOC(c(cc1)ccc1NC(N1CCN(Cc2ncccc2)CCC1)=O)=O
95.99,CC(C)Cc1cc(CNC(Nc2ccnn2Cc2cccc(F)c2)=O)no1
100.32,COc1cccc(-c2ccc(C(N(CC3)CC(CO4)N3C4=O)=O)o2)c1
96.73,O=C(CN(C(CN1)=O)C1=O)NCC1(CCOCC1)c1cccc(F)c1
92.43,OC1(CN2CCCCC2)CN(Cc(s2)ccc2Cl)CC1
93.4,Cc1c(CN(C[C@H]2CN(C3)C4CCCCC4)C[C@@]23C(O)=O)cccn1
105.77,CCCc1nc(C(N(CC2)CCC2c2nc(cccc3)c3o2)=O)cs1
106.28,O[C@@H](Cc1c2cccc1)[C@@H]2NC(c(cc1)cn2c1nc(-c1ccccc1)c2)=O
106.17,CN(C)C(N(CC1)C[C@H](CN(CC2)C(CCCc3ccccc3)=O)[C@]12O)=O
102.51,CCC(c1nccc(C)c1)N(C=Nc1c2c(C)ccc1)C2=O
74.31,CCC(C(N(C)Cc1cc2cccnc2cc1)=O)n1nccc1
84.37,Cn1c(C(CC2)CCN2C(c2ccc[nH]2)=O)nnc1CN1CCN(C)CC1
94.87,CCc1noc(C(N[C@@H](C[C@H]2C(NCC)=O)CN2C2CCOCC2)=O)c1
92.6,CNC(c1ccc(-c(cc(cc2)F)c2OC)o1)=O
96.99,CC(C(N(C)CC1)=O)N1C(c1cccc(-c(ccc(Cl)c2)c2F)c1)=O
125.49,CC(c(cc1)cc2c1OCCO2)N(C)C(CCc1c(C)ncs1)=O
68.37,Cc1cc(C(N[C@@H](CCOC2)[C@H]2Oc2cccc(F)c2)=O)c(C)o1
81.52,CCOc(cccc1)c1NC(N1C[C@H](CC2)N(CC3CC3)C[C@H]2C1)=O
91.19,CN(Cc1nc2ccccc2nc1)C(C(CCC1)CN1C(N)=O)=O
114.87,O=C(C1CCC1)N(CC1)CCC1C(N(CC1)Cc2c1[nH]nc2C1CC1)=O
101.17,OCC1CCN(CCNC(c(cc2)cc(Cl)c2N2CCCC2)=O)CC1
84.46,Cc1cnc(C)c(N(CCC2)CC2c2nccn2Cc2cnccc2)n1
98.78,CO[C@@H](CS(C1)(=O)=O)[C@H]1N(C=Nc1cccc(OC)c11)C1=O
86.54,CCn1nc(CC(C)C)cc1C(N(CC1)Cc2c1cccc2)=O
98.78,CN(C)C(c1ccc(CNC(CCc2ccnn2C)=O)o1)=O
76.09,Cn1ncc(CCC(NC(CC2)CCN2C(NC2CCCCC2)=O)=O)c1
107.94,Cc(nc(N(C)C)nc1)c1C(N(C)C/C=C/c1ccccc1)=O
105.1,COCc1cc(CNC(c2cc(-c3ccncc3)nc3ccccc23)=O)n[nH]1
84.77,Cc1c(CCC(N(C[C@@H]2C(O)=O)C[C@@H]2c2c(C)cccc2)=O)scn1
34.19,CC(C)N(C(C)C)C(c(cccc1)c1-c(cc1)ccc1-c1n[nH]nn1)=O
116.81,OC1(CNCC2(CCOCC2)c2ccccc2)COCCNC1
108.17,Cc1ccc(CN(Cc2ncccc2)C([C@H](CC2)C[C@H]2N)=O)s1
94.28,OC(CN1CCCC1)(C1)COCCN1C(c(cccc1)c1OC(F)F)=O
90.7,CC(C)c(cc1)ccc1NC(N(CC1)CCN1C(COc1ccccc1)=O)=O
130.06,C(C1)[C@@H]2OCc3cnnn3[C@H]2CN1c1nnnn1-c1ccccc1
101.82,CC(Cc1nccc(C)c1)N(C)C(c(cc1)ccc1C(C=C1)=NN(C)C1=O)=O
68.52,Cc1n[nH]c(C(CC2)CCN2C(C(C2CCCC2)c2ccccc2)=O)n1
83.1,CCN(CC)C([C@H](C1)N(CC=C(C)C)C[C@@H]1NC(c1ccc(C)s1)=O)=O
104.13,CC(Cc(cc1)cc2c1OCO2)(CCC1)CN1C(c1ncc(C)nc1)=O
81.8,C(COC1)C1c1noc(-c2cc(CCCCC3)c3s2)n1
103.21,Cc1c(CC(NCC2OCCc3c2cccc3)=O)c2cccc(F)c2[nH]1
78.62,Cc1cccc2c1[nH]c(CN(C)C(c1nn(C(F)F)cc1)=O)n2
94.38,CC(C(N(C)Cc1cnc(N)nc1)=O)Oc1cc2ccccc2cc1
102.44,NC(C(CCC1)CN1C(c(cc1)ccc1-c(cc1)ncc1Cl)=O)=O
94.29,OC(CN1CCCC1)(C1)COCCN1C(c1c(C2CC2)ocn1)=O
106.41,CC(CCC1)N1S(c1cc(C(N(C)Cc2nccs2)=O)ccc1)(=O)=O
183.8,Cc1c(CN(CC2)CCN2C2CCCC2)ccc(-n2nccc2)c1
98.85,Cc1ccc([C@@H](CN(C2)C(C(CC3)CCS3(=O)=O)=O)[C@H]2N(C)C)cc1
89.45,Cc1cccc(CCNC(C(C2)COc3c2cccc3OC)=O)c1
85.61,CN(Cc1noc2c1CCCC2)C(Nc(cccc1)c1N(CCO1)C1=O)=O
40.69,Cc1cncnc1C(CC1)CCN1C(c1nc(ccc(F)c2)c2[nH]1)=O
94.67,CCCc1nc(cccc2)c2n1C(C)C(NCc1nn(CCCNC2)c2c1)=O
149.47,Cc1n[nH]c(C(CCC2)N2C(c2cc(cccc3)c3s2)=O)n1
100.83,Cc1noc(C[C@H](COC2)[C@H]2NC(c2cccn2C2CC2)=O)c1
82.76,COc(cc1)ccc1-c(cccc1)c1NC(C1CN(Cc2nocn2)CCC1)=O
102.78,CC1CCN(Cc2ccc(C(N3Cc4nnc(C)n4C(C)C3)=O)o2)CC1
87.95,Cc1nccc(C(CC2)CCN2C(Cn2nnc(-c(cc3)ccc3F)n2)=O)n1
110.98,CC(C)c1cc(C(N(C[C@@H]2c(cc3)ccc3OC)C[C@@H]2NC(C)=O)=O)no1
105.49,COc1c([C@@H](CN(C2)C(CCc3cccs3)=O)[C@H]2C(O)=O)cccc1
74.86,O=C(C1CCC1)N1Cc2cc(CNc3ncnc(C4CC4)c3)nn2CCC1
90.2,CN(CC1OCCOC1)C(c1cc(-c(cc2)nnc2NC2CC2)ccc1)=O
63.21,CCCc1nc(C)c(CNC(Cc2cccs2)=O)s1
68.23,NS(c1ccc(-c2cc(C(NCC3OCCC3)=O)ccc2)s1)(=O)=O
81.7,NC(C1)CC1c1cc(N(CC2)CCC2c2cccc(O)c2)ncn1
0.0,COc1cc(F)c(CN(CCC2)CC2(CC2)CN(CCCO)C2=O)cc1
133.12,OC(Cn1nc(C(CCC2)CN2C(CC2)CCc3c2cccc3)cc1)=O
76.77,Cc1noc(C)c1CN(c(cc(cc1)C(OC)=O)c1N1CCOC)C1=O
102.13,CC(C)(CCc1cccc(C(N2CC(COc3ccccc3)CCC2)=O)c1)O
69.25,CN(CC(N1Cc(cc(CO)cc2)c2OCC1)=O)Cc(cccc1)c1F
102.67,Cc1ccc(C(CNC(CC2)CCN2c2ncccn2)N2CCOCC2)o1
90.14,Cc1cc(C)nn1C1CN(Cc(cc2)ccc2S(C)(=O)=O)C1
238.99,Cc1cnc(C)c(-c(cc2)ccc2C(N2Cc3c[nH]nc3CC2)=O)n1
71.77,CC(C)Oc1cccc(-c2cccc(C(N(CC3)CC3(CO)O)=O)c2)c1
91.97,CN(C1CCSCC1)C(c1cc(-c(cc2)nnc2OC)ccc1)=O
100.44,Cc1noc(C[C@H](COC2)[C@H]2NC(c(cccc2)c2-c(cc2)ccc2F)=O)c1
116.45,O=C(Cc1noc2c1cccc2)NCc1n[nH]c2c1CCCCC2
90.51,CN(C)C(CCN(C=Cc1c2cccn1)C2=O)=O
94.36,COc(cccc1)c1-n1ncc(CNC(C2(CC2)c(cc2)ccc2F)=O)c1
74.98,CCSc1nnc(NC(CN(CCC2)C2c2noc(C)c2)=O)s1
104.19,Cc1noc(C[C@H](COC2)[C@H]2NC(c(cc(c(OC)c2)OC)c2OC)=O)c1
95.5,CN(CCCn1nccc1)C(C(C1C(N(C2)c(cc3)ccc3F)=O)[C@H]3O[C@@]12C=C3)=O
96.39,COc1nc2ccccc2cc1-c1cccc(C(N(CCC2)CC2O)=O)c1
96.96,CC(N(C[C@@H]1C2CC2)C[C@@H]1NC(c1ccc(Cn2nc(C)cc2C)cc1)=O)=O
96.69,Cc1cc(N2Cc3cc(CCC(N4CCCC4)=O)nn3CCC2)nc(N)n1
62.56,Cc(c(OC)ccc1)c1C(N[C@@H](COC1)[C@H]1N1CCN(C)CC1)=O
95.74,CC(C)COc(cccc1)c1NC(NCc1ccc(C(N(C)C)=O)o1)=O
107.53,CN(Cc1cscc1)Cc1nccn1CCOC
93.87,O=C(C(C1)COc2c1cccc2)N(CC1)CCC1N1CCSCC1
97.37,CNCC(N(CC1)CCC1c1nnc(CN2CCCCCC2)n1C)=O
100.58,CC(c1c2cccc1)=NN(c1cc(C(N3[C@H](CO)CCC3)=O)ccc1)C2=O
105.46,Cc1nc([C@H](C2)C[C@H]2O)cc(N(CC2)CCN2c2nc(cccc3)c3s2)n1
100.68,CCCOC(CCC1)CN1C(c1cc(-c(cc2)ccc2O)n[nH]1)=O
