Viability,Smiles
90.2,CC(c1nn(CCN(C2)C(c3cc(-c4ncc[nH]4)ccc3)=O)c2c1)O
77.53,O=C(c(cc1)cc2c1ncs2)N(CCCC1)C1c1ncccc1
85.58,CC(C)[C@@H](C)NC(c1cc(CCC(C)(C)O)ccc1)=O
92.21,Cn1ncnc1CCNC(C[C@H](C1)[C@H]2C=C[C@@H]1C2)=O
74.13,COc1cc(CN(CCC2)CC22CCOCC2)cc(Cl)c1OC
97.37,O=C(CC(CC1)c2c1cccc2)NCc(cccc1)c1-n1cncc1
90.13,CC(C)(C)c1n[nH]c(CN(C)C(c2cc(-c(cccc3)c3O)n[nH]2)=O)c1
107.45,O=C(c1ccc(C2OCCC2)s1)N1CCOCCC1
119.73,O=C(c(cc1)cc2c1scc2)N(CC1)CCC1c1ccncc1
77.26,CCCc1nc(CN(C)CC(NC2CCCCCC2)=O)no1
67.51,Cc1csc2c1N=CN(Cc1noc(CCOC)n1)C2=O
115.49,Cc1cc(-c(cc2)ccc2OCCOC)c(N)nc1
86.4,CCCCOc(cc(cc1)F)c1-c1ncnc(N)c1C
107.78,CC(C)n1c(cccc2)c2nc1CNC(CC(C(N1C)=O)N(C)C1=O)=O
174.72,Cc1c[nH]nc1C1CCN(Cc(cc2)cc(Cn3nccc3)c2OC)CC1
83.2,CCCc1nc(C(N(C/C=C/c2ccccc2)C2CC2)=O)cs1
87.46,NC(C(Cc1c(C2)cccc1)N2C(CSc1ccncc1)=O)=O
100.67,COc1ccc(C(N(CC2)CCC2n2cnnc2)=O)c2ccccc12
65.71,C(Cn1cncc1)COc1ccc(CN2CCOCC2)cc1
98.39,CN(C)c1ncc(CN2C[C@H](CO)[C@H](CN3CCCCC3)C2)cc1
96.96,Clc1cccc2ccc(CN(CC3)CCC3N3CCCC3)nc12
103.66,CC(C)[C@@H](CN(C1)C(c2n[nH]c3c2CCC3)=O)[C@H]1NS(N(C)C)(=O)=O
82.03,Cc(cc(nc1)OC)c1-c(cc1)ccc1N1CCOCC1
89.64,C=CCN(C(c1cccs1)=Cn1c2nc(C(NCc3nocc3)=O)c1)C2=O
78.41,O=C(CN1[C@@H](CCCC2)[C@H]2OCC1)NCCc(cc1)ccc1F
102.71,CN(CCc1cn(C)nc1)C(CN(CC(C1)c2ccccc2)C1=O)=O
146.72,CCC(c1nccc(C)c1)NC(c1cc2ccccc2cn1)=O
93.1,O=C(COc(cc1)cc2c1OCO2)NC1CC2(CCOCC2)OCC1
89.42,CN(C1(CCN(Cc(cc2)cc3c2OCCO3)CC1)C(C1)C(O)=O)C1=O
60.21,Cc1nc(cccc2)c2n1CCC(NCc1nc(-c2ccccc2)n[nH]1)=O
80.95,CN(Cc1n[nH]c2c1CCCCC2)C(c1cccnc1SC)=O
94.52,Cc1ccc2nc(C)c(C)c(C(NCC3(Cn4nccc4)CC3)=O)c2c1
70.84,OC(CCc1ccccc1)C(CC1)CCN1C(Cc(cc1)ccc1O)=O
98.95,Oc(cc1)ccc1-c1n[nH]c(C(N(CCC2)CC2C(c2cccs2)=O)=O)c1
29.97,CC(c(cc1)ccc1-c(cc1)ccc1S(CCC(O)=O)(=O)=O)N1CCCC1
80.61,Cc(cc1)c(C)nc1-c(cc1)ccc1S(C)(=O)=O
82.49,Cc1cn(CCC(NC(c2nnc(N)s2)c2ccccc2)=O)nc1
112.16,CCc1cnc(-c(cc2)ccc2C(N(CC)[C@@H](COC2)[C@H]2O)=O)nc1
96.97,C[C@@H](C[C@H](CC1)N)N1C(c([nH]1)nc2c1nccc2)=O
81.08,CCc1nnc(CNC(COc(ccc(Cl)c2)c2Cl)=O)s1
76.52,CCCC(CCC1)N1C(c(cc1)ccc1-c1ccc(CCO)cc1)=O
82.99,COCCN(C[C@H]1CN(Cc(c(F)c2OC)ccc2F)C2)C[C@]12C(O)=O
91.78,CN(CC1)CCN1[C@@H](CC1)[C@H](CCCO)CN1C(c1cc(cccc2)c2[nH]1)=O
47.71,Cc1cnc(CNc2cc(C3COCC3)nc(COC)n2)cn1
72.02,CC(C)Oc(c(NC(N(CCC1)CCC1N(C)C)=O)ccc1)c1Cl
91.36,O=C(C(CCN1c2ccccc2)C1=O)NCCS(N1CCCC1)(=O)=O
152.9,CCC(c1ncccc1)NC(c1c(C(F)(F)F)cccc1)=O
93.62,Cc(ccc(F)c1)c1NC(NCC1CN(CCCOC)CC1)=O
125.16,O=C(C(CC1)CCN1c1ncc(C(F)(F)F)cc1)N[C@H](C1)[C@H]2[C@@H]1OCC2
97.3,CN(C)C(CN1C[C@H](CC2)N(Cc3cccc(C(F)(F)F)c3)C[C@H]2C1)=O
97.08,NS(c(cc1)cc(C(N2CC(Cn3cncc3)CCC2)=O)c1F)(=O)=O
201.17,CCCCN(Cc1ccco1)C(c1c2nc(C)cc(C(F)(F)F)n2nc1)=O
111.94,CN(CC(C1)CN(C2CCCC2)C1=O)C(CN(C=CC=C1OC)C1=O)=O
71.69,O=C(c1ccc(CN2CCCCCC2)cc1)N(C1)CC1Oc1ccccc1
95.14,CN1C(CCN2N=CC(N3CCC(CN)CC3)=CC2=O)CCCC1
101.5,Cc1cccc(C(N(CCC2)CC2c2nccn2CCCN(C)C)=O)n1
85.9,Cn(cc1CN(CC2)CCC22CCOCC2)nc1-c1ccccc1
102.86,CCn1ncc(C(NCc2nnc(N)s2)=O)c1
100.1,O=C(Nc1cc(COC2)c2cc1)N(CC1OCCC1)Cc1ncccc1
35.8,Cc1nc(N(CCC2)[C@@H]2C(O)=O)c2sccc2n1
106.89,Cc(cc1OC)cc(-c(cccc2)c2OCCN(C)C)c1OC
73.63,Cc(cc1)ccc1N(CCN(C1)C(C2c3nnnn3CCCC2)=O)C1=O
109.84,O=C(CC(c1c2cccc1)NC2=O)N(CC1)CCC1c1ncc[nH]1
96.11,CCCc1n[nH]c(C(NCc2csc(Cc3ccccc3)n2)=O)c1
77.21,CC(C)Oc(cc1)ccc1-c1nccnc1C
95.99,CN(Cc1cocc1)c1nccc(N2[C@@H](CS(C3)(=O)=O)[C@@H]3NCC2)n1
111.61,CN(C)Cc1nnc(C(CCC2)CN2C(c2nn(C(F)F)cc2)=O)n1C
93.43,CC(C)CN1Cc2cc(CNC(C(N3CCCCC3)=O)=O)nn2CC1
101.77,CNC(c1ccc(CN(CCC2)CC2(c2ccccc2)c2ccccc2)cc1)=O
105.07,Cn1c(CN(CCC2)C2(CC2)CCN2c2ncc(C(F)(F)F)cc2)ncc1
60.07,Cc1cccc(C(CCC2)CN2C(NCCCn2nccc2)=O)c1
105.09,CCn1c(C2CCN(Cc(cccc3)c3OC)CC2)nnc1Cn1ncnc1
85.02,O=C(c1cocc1)N1CC(Cn2nccc2)OCCC1
90.91,Cc1cccc(Cl)c1-c1nc(C2COCC2)no1
91.69,O=C(c1cccc(S(NCCCn2nccc2)(=O)=O)c1)N1CCCCC1
83.56,NC(COc(ccc(CN(CCC1)CC1C(N)=O)c1)c1Cl)=O
107.25,CN(CC(N1[C@@H](CC2)CN(Cc3cnccc3)C[C@@H]2C1)=O)Cc1ccncc1
127.53,OC1(CNCc2csc3c2CCCC3)COCCNC1
84.25,O=C(c(nccc1)c1F)N(CC1)CCC1(CC1)CN(CCc2cnccc2)C1=O
101.03,CNC([C@H](C1)N(CCOc2ccccc2)C[C@@H]1NC(c1cocc1)=O)=O
124.2,COCCc1nc(ccc(C(N2CCC(CCn3nccc3)CC2)=O)c2)c2o1
95.61,OC[C@@H](C1)[C@H](CN2CCCCCC2)CN1C(CCC(c1ccccc1)=O)=O
98.27,Cn1c(-c2n[nH]c(C(N3[C@@H]4CNC[C@H]3CC4)=O)c2)ccc1
117.42,CCCc1n[nH]c(C(N(CC2)CCC2c2nc(C(C)C)no2)=O)c1
103.27,Cc(cccc1)c1N(CC1)CCC1N(CCC1)CC1c1nn(CC(O)=O)cc1
91.16,Nc1cccnc1-c(cc1)ccc1C(NCCc1nc(CCC2)c2s1)=O
88.99,CN(C)C(c(cc(cc1)NC(NCC2OCCOC2)=O)c1Cl)=O
100.29,Cn1c(C(N2CC(CNS(Cc3ccccc3)(=O)=O)CCC2)=O)ccc1
112.06,O=C(CN(C(Cc1ccccc1)=NN1c(cccc2)c2Cl)C1=O)N1CCCC1
76.03,CC(C(N1)=NNC1=O)NC(c(cccc1)c1OC(C(F)F)(F)F)=O
136.67,O=C(c1cc(F)cc(F)c1)NC1COCC1
67.53,COc(ccc(NC(NCc1cc(CN2CCCC2)ccc1)=O)c1)c1Cl
105.99,COCCN(CC1(CC2)CCN(CC(NCc3ccccc3)=O)CC1)C2=O
77.4,O=C(c(nc1n2cccc1)c2F)NCc1csc(-c2cccs2)n1
104.15,CCOc(cccc1)c1N(CC1)CCN1C(NCCS(C)(=O)=O)=O
91.85,Cc1cn(cc(cc2)C(N(CC3)CC3N(C)C)=O)c2n1
90.25,CCCn1c(CN(CC2)C2c(cc2)ccc2F)ncc1
98.55,COc1ncccc1-c1ncc(CN2CCCCC2)cc1
88.2,O=C(C(C1)COc2c1cccc2)NCc1cocc1
185.88,O=C(c1nn(C(F)F)cc1)N1CC(C2CC2)OCC1
101.81,O=C(c1nccnc1)N(CC1)CCC1NCc1nn(CCCNC2)c2c1
85.71,CN(CC1)C(CC2)(CCN2C(C(c(cccc2)c2N2)=CC2=O)=O)c2c1[nH]cn2
102.65,OC1CN(CC(N(CCN2c3cccc(Cl)c3)CC2=O)=O)CCC1
84.41,Cn(cc1)nc1NC(CN(CC1)CCN1c1nnc(C(F)(F)F)s1)=O
88.87,CC(C)[C@@H](CN(C1)C(c2nn(C(F)F)cc2)=O)[C@H]1N(C)C
88.0,FC(c(cc1)cnc1N(CC1)CCC1c1nc(C2COCC2)no1)(F)F
100.55,CCn1nc(CC(C)C)cc1C(N(CC1)CC1N)=O
96.64,Cc1cc(C(F)(F)F)nc(CNC(C(CC2)CCN2C(C2CC2)=O)=O)n1
110.58,CCc1nnc(CNC(c2cc(CC(C)C)no2)=O)s1
101.53,CCc1nccn1CCCNC(C1Cc(cccc2)c2OCC1)=O
105.87,Cc1cc(C)nn1-c(cc1)ccc1C(NCCN(CCO1)C1=O)=O
96.3,Cc1nncn1CCN1CC(CCC(N(C)C2CCN(C)CC2)=O)CCC1
50.44,Cc1nnc(CCNC(CC2N(Cc(cc3)ccc3F)CCNC2=O)=O)s1
80.76,Cc1c(C(NCCc2c(C(F)(F)F)cccc2)=O)n(cccn2)c2n1
134.99,C=CCn1c(SCCC(CC2)CS2(=O)=O)nnc1C1CCNCC1
101.14,COc(cccc1)c1OCCCN(C(CCN1)=O)C1=O
97.08,CCN(Cc1noc(C)n1)C(c(cc1)cc2c1scc2)=O
109.09,CCCn1ncc(C(N(CC2)CCC2(CC2)CN(C3CN(C)CC3)C2=O)=O)c1C
82.43,CC(C)(CCc1cccc(C(N(C)Cc2ncncc2)=O)c1)O
80.99,CC(COc(cccc1)c1NC(N(CC1)CC1N(C)C)=O)=C
97.91,Cc1c(CCC(N(C[C@@H]2c3ccccc3)C[C@@H]2N)=O)c(C)n[nH]1
89.4,CN(CC(CCC1)(CN1C(Nc1c(-c2ccccc2)nns1)=O)O1)C1=O
175.4,O=C(NCC1OCCCC1)N(CC1)CCC1Oc1ccncc1
75.18,CC(c1cc(CCCC2)c2cc1)NC(CCn1nccc1)=O
93.61,Cc1ccc(C(CNC(c2cccn2C2CC2)=O)N2CCOCC2)o1
88.95,CCCc1n[nH]c(C(NCc2nccn2CCC)=O)c1
79.3,O=C(c1cc(cccc2)c2s1)N1CCC(C2)(CN(CC3OCCC3)C2=O)CC1
70.34,CSCC(CCC1)CN1C(Nc(ccc(F)c1)c1Cl)=O
115.12,COc(ccc(Cl)c1)c1C(NC(CC1)CCN1C(N1CCCC1)=O)=O
102.05,CC(C)c1noc(C(CCC2)CN2C(c2ccc(cccc3F)c3n2)=O)n1
99.68,CCNC(CN1CC(CNC(c2cccc(C(F)(F)F)c2)=O)CCC1)=O
86.34,CCCOc(cc1)c(CNC(N(CCCN2)CC2=O)=O)cc1Cl
102.73,CCN(C)S(N(CCC1)CC1c1cc(C(O)=O)ccc1)(=O)=O
95.56,CN(Cc1nccs1)C(C1Cc(cccc2)c2OCC1)=O
108.82,CCc(nc1)ncc1C(N(CC)Cc1noc(C2CCC2)n1)=O
139.7,Cc(cc(cc1)F)c1-c1cc(C(N(C2)C[C@@H](C[C@@H]3O)[C@H]2C[C@H]3O)=O)ccc1
94.57,Cn1c(C2CCN(CCSc3ccccc3)CC2)ncc1
97.47,OCCn1nc(C(CCC2)CN2C(c2cnc(CCCC3)c3c2)=O)cc1
91.99,CC(C)c1nc(CN(C)C(CN(C=Nc2c3cccc2)C3=O)=O)cs1
101.22,Cn1c(C(N(CCC2)CC2C(Nc2cc(-n3nccc3)ccc2)=O)=O)ccc1
110.0,CC(Cc1nccc(C)c1)N(C)Cc1cc(O)c(cc(cc2)C(N)=O)c2n1
82.94,Cc1cc(C)nn1CCCC(N(CCC1)C1c(cc1)ccc1F)=O
102.07,CN(C)C(N(CCC1)CC1C(N(CC1)CCC1OCc1cnccc1)=O)=O
116.81,Cc1cc(C)nn1C(CC1)CN1C(c(ccc(OC)n1)c1OC)=O
110.61,CC(c(cc1)ccc1-n1ncnc1)NC(c1cc(-c2cccn2C)n[nH]1)=O
72.34,CN(C)C(c1n[nH]c2c1CN(Cc1cn(-c3ccccc3)nn1)CC2)=O
64.32,CC(c(cc1)ccc1-c(cc1)ccc1C(N(C)Cc1c(C)nns1)=O)O
80.09,O=C(Cc(cc1)cc2c1OCO2)NCCc1csc(-c2nccnc2)n1
94.32,CC1(C(N(CC2)CCC2(CC2)CN(CCc3c[nH]cn3)C2=O)=O)OCCC1
103.32,CCn1c(C(CC2)CCN2C(c2cnc(C)s2)=O)nnc1Cn1ncnc1
99.35,Cc1c(CCC(NCc2noc(Cc3ccccc3)n2)=O)c(C)nn1C
80.29,Cc1nc(CN(CC2)CCN2C(c2ccc(cccc3F)c3n2)=O)no1
99.34,CC(CCC1)(CN1C(C1(Cn2nccc2)CC1)=O)c1ccccc1
97.0,O=C(c1ccc(Cn2nccc2)o1)N(CCC1)CC1(CC1)CN(C2CC2)C1=O
158.95,C(c(cc1)cc2c1OCCO2)N(CC1)CCC11OCCNC1
98.35,CN(C[C@H](CC1)C2)[C@@H]1CN2C(c1ccc(CSc2ncccc2)cc1)=O
127.6,CCCc1nnc(N2C[C@@H]3NCC[C@@H]3C2)s1
83.61,CC(C1)N(C(CN2Cc3cc(CCC(O)=O)nn3CCC2)=O)c2c1cccc2
38.46,Cc1cc(-c(cc2)ccc2C(NCC2OCCC2)=O)nc(N2CCCC2)n1
96.15,CCCOC(CCC1)CN1C(c(cc1)ccc1-n1nc(C)cc1C)=O
104.14,O[C@@H](CN(C1)c2cc(-c3ccccc3)nc3ccnn23)[C@H]1N1CCOCC1
165.57,CCc1c(CNC(C(N2)=CC=CC2=O)=O)sc(C)n1
125.64,O=C(C(CC1)CCN1C(CC1)CS1(=O)=O)NCc1cnc(CCC2)c2c1
97.29,CCn1c(C(CC2)CCN2C(Cc2ncccc2)=O)nnc1CN(C)C
117.48,Cc1nccc(N(CC2)CCN2C(C(OC(C)=C2)=CC2=O)=O)c1
88.13,O=C(c1cc(-c2ncc[nH]2)ccc1)NC(CCCCN1)C1=O
109.42,CCCN([C@@H](CC[C@@H]1C2)CN2C(NCc(cc2)ccc2OC)=O)C1=O
89.12,CN(C)C(N(CCC1)CC1C(NCCn1ncc(Cl)c1)=O)=O
103.0,O=C(c1cn(ccs2)c2n1)NCCc(c(F)ccc1)c1Cl
85.49,CC(C)Cc1noc(C(NCCSc2nnnn2C)=O)c1
94.58,COCC(N(CC1)CCC1C(N(CC1)CCN1C(c(cccc1)c1OC)=O)=O)=O
70.04,Cc1nccc(N(CC2)CCN2C(c2csc(SC)n2)=O)c1
98.24,CN(C(C(CC(N(CCN1c2cccc(Cl)c2)CC1=O)=O)=CN1)=O)C1=O
114.05,CCc1nccc(C(N(CC2)CCC2(CC2)CN(Cc3ncccc3)C2=O)=O)c1
71.93,CCOCCOc1cccc(NC(N2Cc3cc(C)nn3CCC2)=O)c1
138.1,Cc1n[nH]cc1CN(C)C(c1nn(C)c(-c2ccccc2)c1)=O
95.02,CC(c1cc(CC(NC([C@H](C2)C[C@H]2O)c2ccccc2)=O)cs1)=O
87.17,CCc1nnc(CNC(Nc2ccc(Cn3nc(C)cc3C)cc2)=O)s1
111.58,CN(Cc1c[nH]nc1-c(ccc(F)c1)c1F)Cc1nccn1C
94.15,CCNC([C@H](C1)N(CC)C[C@H]1NC(CCN(C(C)=CC=C1)C1=O)=O)=O
131.29,Cc1nccn1-c1c(CNC(c2cn(ccs3)c3n2)=O)cccc1
85.78,Cc1nc(CNC(c2csc(-c3cccs3)n2)=O)nc2c1CCCC2
103.18,Cc1cccc(C(C(N2CCN(Cc3nccn3C)CC2)=O)N(C)C)c1
102.44,CN(Cc1c(C(F)(F)F)cccc1)C(CN(C=CC=C1OC)C1=O)=O
103.18,CCc1nnc(CNC(CC2(CC(C3)C4)CC4CC3C2)=O)s1
78.65,CCO[C@@H](CN(C1)C(CSc2ncccc2)=O)[C@H]1O
72.6,CC(c1cc(C(NC2CN(Cc3cccs3)CCC2)=O)cs1)=O
117.18,CCc1c(CNC(c(cc2)ccc2-c2nc(C(C)O)ccc2)=O)sc(C)n1
97.62,Cc(ncnc1)c1C(N(C)CC1CN(CCc(cccc2)c2OC)CCC1)=O
91.86,O=C(c1csc(Cc2ccccc2)n1)N1CCC(Cn2nccc2)CC1
104.11,CCc1cc(N(CC2)CCC2NCc(s2)ccc2Cl)nc(C)n1
119.46,CCc1c(C)c2cccc(NC(NCC3OCCOC3)=O)c2o1
107.78,CN(C[C@@H]1NC(c2ccc(-c3ccccc3)n2C)=O)C[C@@H]1OC
95.33,O=C(CCc1nc(-c2ccccc2)no1)NCC1COCCNC1
92.2,Cc1cc(N(C)CC2COCC2)nc(-c(cccc2)c2O)n1
90.28,COCCn1nnnc1C(C1)OCCN1C(c1ccc(cccc2F)c2n1)=O
100.95,COc1c([C@@H](CN(CC(O)=O)C2)[C@H]2C(O)=O)cccc1
102.7,CC(C)n1ncc(C(NC2(CCCC2)C(O)=O)=O)c1
78.33,O=C(c(cc1)cc(OC2)c1NC2=O)N1CC(Cn2nccc2)OCCC1
46.33,CCc1nc(S(N[C@@H](COC2)[C@H]2OC)(=O)=O)c[nH]1
168.77,CC(C)n(cc1)nc1C(NC(CC1)CCN1C(N1CCCC1)=O)=O
114.96,CC(C)CCN(CC(CCC1)(CC2)CN1C(c1cc(C(F)(F)F)n[nH]1)=O)C2=O
81.73,COCCN(CC(CNC(Nc1cccc(C(F)(F)F)c1)=O)C1)C1=O
96.48,CCc1n[nH]c(C(NCc2nn(CCN(C3)C4CCCCC4)c3c2)=O)c1C
93.6,O=C(C(C1)COc2c1cccc2)NCc1nnc2n1CCCC2
91.0,CC(C)(C)n1nc(-c(cc2)ccc2C(N)=O)nc1C
91.19,O=C(C1CCCC1)N(CC1)CCC1C(N(C1)Cc2c1cccc2)=O
100.57,CC(c(cc1)cc2c1OCCCO2)NC(c1nn(C)c2c1CCCC2)=O
72.64,O=C(c1c2NCCCc2ccc1)N1C[C@H]2n3nncc3CO[C@H]2CC1
123.7,CC(c1nocc1)N(C)C(c1csc(-c2cccs2)n1)=O
105.22,O=C(COc(cc1)ccc1-n1nnnc1)N[C@@H](CC1)[C@@H]1NC1CCCC1
87.56,COc1ncc(C([C@H](C2)C[C@@H]2O)NC(c(cccc2)c2-c2ccccc2)=O)cc1
95.81,NC(N(CCC1)CC1C(N(C1)CC1OCc(cccc1)c1F)=O)=O
95.88,Cc1noc(C2N(Cc(cc3)ccc3-c3n[nH]nn3)CCC2)c1
65.2,Cn1c(SCC(N(CC2)[C@@H](C[C@@H](CC3)OC)[C@@]23OC)=O)nnc1
100.92,CSc(cccc1)c1C(N(CC1)CCC1(C(C1)C(O)=O)NC1=O)=O
92.81,CCC(C(N(CCN1Cc(cc2)cc3c2OCO3)CC1=O)=O)n1nccc1
94.6,CCN(CC1(CCN(Cc(cc2)ccc2C
75.91,CN1CCN(CCc2nc(-c3ccncc3)nn2CCc2ccccc2)CC1
111.71,Cc(cc1)nnc1N1CCC(C2)(CN(C/C=C/c3ccccc3)C2=O)CC1
122.54,COc1cc(-c(cc2)ccc2C(NCC2OCCC2)=O)nc(OC)n1
99.12,Cc1c(CC(N2[C@@H](CS(C3)(=O)=O)[C@@H]3N(CCOC)CC2)=O)sc(C)n1
74.7,O=C(c1csc2c1CCCC2)NCCc1nc(C2CC2)no1
83.38,Cc(cc(cc1)C(N[C@@H](CCNC2)[C@H]2O)=O)c1Cl
149.14,Cc1cnc(C)c(-c(cc2)ccc2C(N(C)CCN(C)C)=O)n1
100.86,Cc1nc(C2COCC2)cc(NCc2csc(Cc3ccccc3)n2)n1
88.13,COCCN(CC1)CCN1C(Nc(cc1)ccc1-c(cccc1)c1OC)=O
87.84,O=C(c1cocc1)N(C[C@H](CC1)C2)[C@@H]1CN2C(c1nccnc1)=O
107.21,Cc1cncnc1C(CC1)CCN1C(Nc1cc(-n2ncnc2)ccc1)=O
106.74,Cc1cccc(-c2n[nH]cc2-c2nc(C3COCC3)no2)c1
86.04,Cn(c(-c1cccs1)c1)nc1C(N1Cc2conc2CC1)=O
76.83,O=C(c1c2OCCOc2ccc1)N1C(CCc2ncccc2)CCCC1
102.15,CN(C)C(c(cc1)ccc1-c(cc1)cc2c1[nH]nc2N)=O
236.33,CCn1nccc1S(NCc1nccn1C(C)C)(=O)=O
84.05,Cc(nc(N(C)C)nc1)c1C(N(C)CCOC)=O
87.39,CCN(CCC1(CC2)N(C)CCN(Cc3noc(CC(C)C)n3)C1)C2=O
92.39,O=C(c(ccc1ccc2)nc1c2F)NCCc1csc(-c2cnccc2)n1
84.08,CS(CC(CCC1)CN1C(NCCc(cc1)ccc1Cl)=O)(=O)=O
96.74,COc1cc(CN(CCC2)CC2c2nccn2Cc2ccccc2)ncc1
91.91,COCCCN(CC(CCC1)(CC2)CN1C(CSc1ncccn1)=O)C2=O
92.46,Cc1cc(C(N(CC2)CC2O)=O)c(ccc(F)c2)c2n1
121.71,CCc1nnc(CNC(Nc(cc2)ccc2OC(F)(F)F)=O)s1
101.22,O=C(C1OCCNC1)NCc1coc(-c2ccccc2)n1
113.97,CC(C)[C@@H](CN(C1)C(c2cn(cccn3)c3n2)=O)[C@H]1NS(C)(=O)=O
91.26,Cc(nc(N)nc1)c1-c1nc(CCOC)nn1C(C1)Cc2c1cccc2
90.28,CC(C)Cc1nc(CN(C2)C(Nc(cc3)cc4c3sc(C)n4)=O)c2cn1
86.51,Cc1cc(cc(cc2)NC(N(C)Cc3nccs3)=O)c2n1CCOC
87.4,Cc1nn2c(N3CCC(Cn4nccc4)CC3)cc(C)nc2c1
72.06,Cc1c(-c2cc(C(N(CC3)CC3(CN3C)OC3=O)=O)ccc2)sc(C)n1
104.47,CO[C@@H](C1)C(CC2)(CCN2C(CC(c2ccccc2)c2ccccc2)=O)[C@@H]1O
99.7,CC(c(cc1)cc(F)c1O)NC(c1ccc(CCC(C)(C)O)cc1)=O
40.75,O=C(NCC1(CCCC1)N1CCOCC1)N(CC1)CCC1c1n[nH]cc1
113.64,CC(Cc(cc1)cc2c1OCO2)(CCC1)CN1S(N1CCOCC1)(=O)=O
113.12,CN(C)C(C(NC1CCOCC1)=O)c(cc1)ccc1F
84.58,OC1CCN(CCNC(c2cccc3cnccc23)=O)CC1
83.94,NCCO[C@@H](C1)C2(CCN(Cc(c(Cl)ccc3)c3Cl)CC2)[C@@H]1O
88.72,OC[C@@H]1CN(Cc(cc2)ccc2-c2ccccc2)C[C@H](CN2CCOCC2)C1
108.32,O=C(C(c(cccc1)c1N1)=CC1=O)NCCc1csc(-c2ccncc2)n1
91.99,CCCOc1c(CNC(C2NCCc3c2nc[nH]3)=O)cccc1
122.47,COCCOc(cc1)ccc1-c1nc(OC)nc(OC)c1
96.48,CC(C)n1ncc(C(N(CCN2Cc3ccc(C)cc3)C(C)C2=O)=O)c1
89.78,C(CN(CC1)c2nc(-c3ccccc3)nc3ccccc23)C1c1ncc[nH]1
110.58,C=CCOc(cccc1)c1C(N(CCC1)CC1c1nccn1Cc1ccncc1)=O
92.66,Cc1noc(C)c1C(CCC1)N1C(Nc(ccc(OC)n1)c1OC)=O
92.85,Cc1c(C)sc2ncnc(NCCc3ccnn3C)c12
116.53,CN(CC(CC1)(CCN1C(C(C1)CN(Cc2ncccc2)C1=O)=O)O1)C1=O
104.29,COCCn1c(C(CCC2)CN2C(C2(CCCC2)c2ccccc2)=O)ncc1
83.88,CN(C)c1ncc(CN(CCC2)C2c2cccc(OC)c2)cn1
68.2,CN(Cc1noc(C2CC2)c1)C(c1cc(-c(cc2)cc3c2OCC3)ccc1)=O
101.34,CCCCSc1nc(N(CC2)CCC2N(CCO2)C2=O)cc(N)n1
99.18,COc1c(CN2C[C@H](CO)[C@H](CN3CCOCC3)C2)cc2OCOc2c1
94.62,Cc(c1cc(C)c2)c(C(O)=O)oc1c2Cl
96.8,Cc1c(C(O)=O)sc(/C=C/C2CCCCC2)n1
85.74,CC(C)(C)c1nnc(N(CC2)CC2C(NC)=O)o1
101.05,CN(C[C@@H]1CNC2)C[C@]12C(NCc(cccc1)c1OCc1ccccc1)=O
89.55,CC(C)[C@@H](CN(C1)C(CCc2cc(Cl)no2)=O)[C@H]1NC(N(C)C)=O
108.01,NC(C(CCC1)CN1C(NCCOc(cccc1)c1Cl)=O)=O
108.26,CC(C)C(N(CCN1c(cccc2)c2-c2ccccc2)CC1=O)=O
79.23,Cc1noc(CN2CC(CCC(Nc(cc3)cc(Cl)c3OC)=O)CCC2)n1
93.61,CC(C)n1c(C(CC2)CCN2C(c2ccc(Cn3nccc3)o2)=O)ncc1
108.61,Oc(cc1)ccc1-c1n[nH]c(C(N(CC2)CCN2C(C2OCCC2)=O)=O)c1
94.97,Cc1nn(CC(N(C[C@@H]2c3ccccc3)C[C@@H]2N)=O)c(N)c1
70.83,CN(C(C=C1)=O)N=C1c1cc(C(O)=O)ccc1
99.04,CC(C)(CCc(cc1)ccc1C(N1C(CO)COCC1)=O)O
119.02,OC(C(NCc1noc(C2CCC2)n1)=O)c1cccc(Cl)c1
88.55,Cn1c(C(CCC2)CN2C(c(ccc(OC)n2)c2OC)=O)ncc1
108.05,CC(N[C@@H](CN(C1)C(c2c3OCCOc3cs2)=O)[C@H]1c1ccc(C)o1)=O
92.32,CCn1nc(C(C)C)cc1C(N1CCN(Cc2noc(C)n2)CC1)=O
93.23,O=C(CN(CC1)CCN1C(c1ccc[nH]1)=O)N1c(cccc2)c2OCC1
96.71,Cc1c(C(N2CC(C(O)=O)OCC2)=O)sc(C)n1
92.65,CCC(c(cc1)ccc1-c(cc1)ccc1C(N1CCC1)=O)O
95.27,CC(C)Oc1cccc(CNC(c(cc(cc2)S(N)(=O)=O)c2F)=O)c1
89.94,Fc(cc1)ccc1-c1nc2ccnn2c(NCCCc2ccncc2)c1
106.87,O=C(CN(CCC1)CCN1c1ncccn1)NCCc1ccccc1
98.69,Cc1noc(C[C@H](COC2)[C@H]2NC(c2c3oc(C)cc3ccc2)=O)c1
65.59,Cc(ccc(Cl)c1)c1N(CC1)CCN1C(NCCc1c[nH]cn1)=O
97.58,CCc(nc1)ncc1C(NCCSc1ncn[nH]1)=O
99.01,O=C(CN(CC1(CCNCC1)O1)C1=O)N(CCC1)CCN1c1ccccc1
82.25,CC(C(N(C)CC1)=O)N1C(NCc1c(cc[nH]2)c2ccc1)=O
60.91,NS(CC(CC1)CN1C(CCCOc1ccccc1)=O)(=O)=O
